1.20,2.71,0.30,1.51,2.00
1.29,-0.09,0.65,0.06,1.00
0.74,3.23,-1.08,2.38,2.00
2.75,3.07,0.18,-0.93,2.00
4.00,4.10,-0.16,-0.34,2.00
0.86,0.00,-0.09,-1.76,1.00
-1.47,-1.52,1.99,0.63,1.00
0.68,2.41,1.45,0.06,1.00
-0.39,2.82,-0.37,-0.86,2.00
2.53,1.89,-0.90,1.74,2.00
1.58,3.06,-0.99,-0.56,2.00
1.58,1.63,0.75,1.22,2.00
1.49,-0.54,0.80,0.17,1.00
1.92,1.41,1.49,-0.54,2.00
-0.00,0.31,-0.32,-0.10,1.00
0.58,2.89,-0.22,-0.67,2.00
-0.09,0.74,0.21,1.32,1.00
1.40,1.71,1.72,0.22,2.00
-0.74,-0.55,-0.21,-0.38,1.00
-1.19,0.05,1.44,-0.12,1.00
0.50,-0.94,0.35,-0.19,1.00
1.53,1.07,-0.42,-0.61,1.00
-1.36,1.34,-0.03,-0.30,1.00
1.75,1.26,-0.57,0.08,1.00
0.15,1.70,-0.62,1.40,2.00
0.47,1.91,-0.90,1.88,2.00
0.19,1.33,-0.16,-0.64,1.00
1.98,-1.08,-1.62,-0.16,1.00
2.31,1.22,0.62,-1.15,2.00
2.07,2.65,1.29,1.74,2.00
1.04,1.01,0.03,-0.13,1.00
-0.07,-0.44,-0.04,-1.77,1.00
-0.31,2.04,0.52,0.43,2.00
2.63,2.73,0.56,1.92,2.00
0.12,0.41,-2.25,-3.37,1.00
0.96,1.62,-1.56,2.21,2.00
-0.85,-0.73,1.30,-0.28,1.00
1.34,2.03,0.40,2.41,2.00
1.44,2.61,0.47,0.11,2.00
0.87,1.96,0.25,1.53,2.00
-0.75,2.21,-0.24,0.41,2.00
-0.31,0.81,2.16,-0.22,1.00
1.42,3.50,-1.52,1.08,2.00
2.19,2.88,1.76,0.33,2.00
0.14,1.12,-0.20,-0.65,1.00
1.58,1.39,-1.40,1.27,2.00
-0.02,0.95,-1.43,1.27,2.00
1.50,-0.42,0.07,0.50,1.00
-0.46,0.30,0.36,-0.46,1.00
1.27,-1.09,0.37,0.48,1.00
-0.18,0.68,1.12,1.48,1.00
2.24,2.25,1.56,1.59,2.00
0.09,0.99,-1.23,-0.08,2.00
1.37,1.70,0.98,-1.38,2.00
0.71,2.17,0.58,1.76,2.00
0.08,-1.91,-0.72,1.57,1.00
1.82,3.30,-0.14,0.87,2.00
1.20,2.68,0.52,0.07,1.00
1.18,0.66,1.08,1.00,1.00
-0.52,-0.07,-0.22,-0.25,1.00
1.06,1.74,0.91,-0.56,2.00
2.31,1.58,-0.56,1.77,2.00
-1.91,-0.92,-1.41,0.54,1.00
1.11,2.45,1.34,1.72,2.00
0.77,0.55,0.60,-0.09,1.00
0.93,0.12,0.80,0.00,1.00
1.61,3.04,-0.41,1.22,2.00
0.27,2.33,-0.70,2.99,2.00
0.83,2.75,-1.28,1.42,2.00
1.37,3.98,0.28,-0.35,2.00
0.90,1.74,-0.25,1.02,2.00
0.84,-0.53,-0.55,-0.41,1.00
2.18,3.77,-1.63,0.59,2.00
0.42,0.58,0.48,0.30,1.00
1.96,1.70,-0.03,2.06,2.00
-1.86,2.61,-1.38,-0.32,1.00
1.51,2.31,-1.27,-0.48,2.00
2.15,-0.78,-1.25,1.15,1.00
2.69,2.29,-0.97,1.38,2.00
1.11,1.08,1.60,0.12,2.00
1.51,2.69,1.07,0.99,2.00
1.34,2.73,-0.78,1.44,2.00
-1.33,-1.41,-0.06,0.81,1.00
-0.87,3.38,-0.99,0.39,2.00
0.70,3.20,2.26,0.21,2.00
-2.06,0.31,1.53,0.41,1.00
1.94,4.76,-2.04,1.70,2.00
0.13,2.29,1.52,-0.39,1.00
1.48,3.09,1.23,0.25,2.00
0.62,-0.07,0.45,-0.10,1.00
0.77,1.89,-1.46,-0.80,1.00
-0.23,-0.66,-1.76,-0.10,1.00
-0.40,0.37,0.04,-0.17,1.00
1.02,3.40,1.78,2.25,2.00
-0.22,-0.38,-1.24,-1.39,1.00
0.95,2.19,-0.26,0.71,2.00
0.51,3.33,0.71,2.49,2.00
0.49,3.11,-0.01,2.02,2.00
0.27,0.80,-1.86,0.04,1.00
1.96,1.45,0.06,1.57,1.00
1.08,2.73,-2.76,1.01,2.00
1.36,1.50,-1.11,2.81,2.00
1.70,0.74,1.25,-0.05,2.00
-1.19,1.89,-1.55,1.67,1.00
2.10,2.93,-0.61,1.50,2.00
-1.70,1.70,0.28,1.81,1.00
5.12,3.10,0.37,0.68,2.00
-0.81,-1.00,0.04,-0.17,1.00
0.70,-0.17,1.88,-0.42,1.00
1.93,0.65,-0.37,-0.83,1.00
1.43,2.67,0.37,2.15,2.00
0.78,-0.75,-1.11,0.77,1.00
1.10,2.03,0.35,1.66,2.00
0.16,-1.35,-0.04,0.54,1.00
-0.60,0.48,1.73,-1.21,1.00
-0.49,0.35,-0.29,-0.95,1.00
0.02,0.18,0.57,-1.01,1.00
2.29,1.34,0.78,0.73,2.00
0.43,2.88,0.32,0.06,2.00
-1.89,0.70,-0.02,3.01,1.00
0.42,2.01,0.49,0.52,2.00
-0.85,-0.78,0.30,-1.26,1.00
3.16,2.24,-1.38,-0.71,2.00
-0.11,-1.56,-0.80,0.13,1.00
-1.96,1.53,0.75,0.04,1.00
1.28,-0.21,0.20,-0.42,1.00
1.23,1.66,-0.94,1.25,2.00
-0.36,3.16,1.69,1.00,2.00
-0.36,0.14,-0.35,0.28,1.00
-1.32,0.31,0.76,1.59,1.00
3.29,3.16,1.06,0.18,2.00
0.71,-0.88,2.29,0.29,1.00
1.40,2.86,-0.22,2.21,2.00
-0.63,-1.15,0.24,1.49,1.00
0.02,0.17,1.06,0.79,1.00
1.33,3.34,-0.28,1.92,2.00
-0.81,2.21,-0.08,-0.43,1.00
-0.19,3.95,0.50,1.67,2.00
-0.23,0.36,-0.20,-0.44,1.00
0.89,1.74,2.73,2.48,2.00
0.23,0.47,0.02,-0.78,1.00
-0.18,1.66,-0.96,0.51,1.00
-0.12,-1.22,0.85,-0.76,1.00
-0.44,-0.74,-1.64,1.98,1.00
0.19,-0.01,-0.88,-0.08,1.00
1.37,2.25,-1.37,-0.27,2.00
2.87,2.43,-0.40,0.72,2.00
0.99,1.64,-1.87,0.04,1.00
0.55,0.47,-0.61,-0.13,1.00
1.57,3.24,-1.96,1.72,2.00
-0.78,-0.78,0.08,-0.13,1.00
1.09,1.76,-0.44,0.49,2.00
-0.35,-0.89,-0.34,1.96,1.00
2.10,3.93,-0.60,1.47,2.00
2.29,0.66,-1.18,0.03,2.00
0.71,1.99,1.09,-0.64,2.00
0.09,0.14,-0.79,-0.70,1.00
0.98,2.60,0.36,-1.50,2.00
0.55,0.42,-0.62,0.20,1.00
-0.61,-1.33,1.78,0.17,1.00
1.15,2.70,-0.97,1.71,2.00
0.46,0.27,-0.34,0.07,1.00
2.71,3.46,1.42,3.18,2.00
2.68,2.98,-2.89,0.94,2.00
1.82,-1.33,0.76,-0.49,1.00
-0.19,-0.52,0.38,0.48,1.00
-0.63,1.52,0.87,0.04,1.00
2.27,2.63,-0.40,-0.18,2.00
1.52,1.96,-0.56,-0.75,2.00
2.01,3.51,-0.19,2.03,2.00
1.84,3.14,-0.50,0.63,2.00
-1.44,0.70,-0.03,-0.02,1.00
2.54,1.97,-0.50,0.76,2.00
0.35,0.37,0.73,0.40,1.00
1.44,0.36,-0.54,0.04,1.00
-2.00,1.13,-2.72,1.22,1.00
1.38,-0.26,0.40,-2.40,1.00
2.00,1.88,-0.77,0.00,2.00
-1.17,-0.25,-0.32,-0.62,1.00
0.31,1.07,-0.83,2.18,2.00
0.27,-1.52,-0.16,-1.26,1.00
-0.91,-1.12,0.66,-0.13,1.00
0.12,4.49,0.36,0.74,2.00
0.64,2.53,0.03,2.48,2.00
-1.36,-1.24,-0.78,1.25,1.00
-0.90,-0.89,2.29,0.43,1.00
-0.39,1.38,1.60,-0.85,1.00
0.90,3.39,-0.39,2.80,2.00
0.48,2.93,-1.32,1.58,2.00
1.67,2.23,1.05,2.23,2.00
0.17,0.68,0.46,1.38,2.00
0.19,-3.13,-0.67,1.60,1.00
1.90,1.43,-0.28,0.79,2.00
2.50,2.84,0.05,-0.39,2.00
0.41,0.76,-0.20,-0.02,2.00
0.01,-2.18,2.52,0.58,1.00
0.54,-0.97,1.79,-1.01,1.00
-1.03,0.43,0.25,-1.72,1.00
-0.21,1.27,-1.42,-0.41,1.00
2.64,4.08,0.39,-0.06,2.00
1.00,0.92,0.02,0.02,1.00
-1.17,1.25,0.22,3.84,2.00
-1.72,1.11,1.63,0.50,1.00
2.54,3.79,0.61,1.38,2.00
0.78,3.62,-1.94,0.07,2.00
-0.25,1.83,-0.22,0.71,2.00
-2.08,1.35,-1.87,0.70,1.00
0.54,0.51,-0.59,0.53,1.00
1.93,2.87,-0.19,1.18,2.00
1.55,2.98,-0.07,2.13,2.00
-0.73,0.96,-0.71,2.73,1.00
0.12,-2.44,-0.49,0.24,1.00
0.94,2.03,-0.68,-0.34,2.00
1.63,0.42,2.81,1.59,2.00
1.45,1.53,-2.02,0.82,2.00
0.03,2.06,0.45,-0.87,2.00
0.75,-1.20,0.05,-1.35,1.00
0.29,-0.35,-0.72,0.05,1.00
1.88,3.00,0.02,2.49,2.00
0.96,3.09,0.23,0.77,2.00
0.40,0.83,-2.14,0.55,1.00
-0.27,0.81,-1.90,-0.28,1.00
0.95,2.20,-2.42,-0.04,2.00
0.59,1.58,-0.08,0.70,2.00
0.93,1.65,1.22,0.79,2.00
2.17,1.84,0.46,-1.64,2.00
0.67,0.24,0.08,-0.94,1.00
1.15,4.00,0.10,1.95,2.00
-0.86,1.77,-0.19,1.32,2.00
0.12,0.72,1.07,0.31,1.00
2.14,2.68,-1.40,-0.77,2.00
2.08,2.64,0.98,1.04,2.00
0.16,4.11,-0.33,2.33,2.00
0.86,2.24,1.05,1.37,2.00
4.05,2.97,-0.46,0.92,2.00
-0.63,1.05,-0.35,0.32,1.00
0.80,3.70,-0.68,0.61,2.00
-1.16,0.89,1.38,0.64,1.00
0.99,2.11,-0.28,0.05,2.00
2.33,3.96,1.25,-0.18,2.00
0.84,1.88,-1.25,1.31,2.00
-0.63,0.18,1.01,0.98,1.00
-1.48,0.03,2.04,1.11,1.00
1.46,3.76,-0.62,1.77,2.00
1.71,2.51,-1.49,1.05,2.00
1.16,3.04,1.05,0.50,2.00
0.41,4.72,0.17,2.45,2.00
0.46,0.11,1.55,-2.23,1.00
0.71,0.13,1.41,0.00,1.00
-0.37,0.94,0.14,-1.94,1.00
0.04,4.23,-0.52,0.88,2.00
-1.26,-1.52,-1.03,0.54,1.00
-0.37,1.37,0.05,-1.13,1.00
2.05,4.38,-0.63,1.33,2.00
1.78,1.87,0.47,-1.08,2.00
1.07,-0.35,0.92,0.72,1.00
2.31,1.77,-1.43,3.20,2.00
2.87,2.43,-1.08,1.52,2.00
0.46,1.13,0.31,1.28,1.00
2.18,2.55,0.53,-0.98,2.00
1.65,-0.45,-0.20,-0.04,1.00
0.59,4.26,0.76,1.40,2.00
2.10,1.74,-0.14,0.59,2.00
-2.21,-0.74,-0.91,-0.85,1.00
1.10,3.18,0.96,0.19,2.00
1.77,0.75,0.77,2.71,2.00
1.61,2.10,1.84,2.69,2.00
1.26,-0.60,0.06,-1.01,1.00
1.27,-0.12,-1.41,0.53,1.00
0.80,-0.20,-1.54,0.22,1.00
1.99,2.03,-0.93,2.34,2.00
1.82,2.24,-2.21,3.30,2.00
0.71,2.49,0.36,0.90,2.00
1.45,3.90,0.07,0.21,2.00
-0.07,0.58,0.72,1.50,1.00
0.50,1.59,-1.76,2.00,2.00
-0.84,-1.43,0.08,0.92,1.00
1.41,-0.42,-0.31,-1.21,1.00
3.36,4.16,1.25,1.24,2.00
-0.19,-0.63,0.88,0.46,1.00
0.79,-0.47,1.14,1.32,1.00
2.64,2.09,0.19,2.46,2.00
1.17,-0.15,-0.74,0.64,1.00
-1.14,-1.72,1.90,-0.67,1.00
0.15,-1.40,-0.92,0.12,1.00
1.06,-0.92,0.15,0.38,1.00
0.13,0.05,-0.13,-0.82,1.00
-0.07,2.38,0.07,3.59,2.00
0.04,-1.38,0.18,0.94,1.00
1.84,1.38,0.61,-0.72,1.00
-0.22,2.96,0.12,0.62,2.00
2.39,3.15,-0.59,1.72,2.00
0.40,-0.88,-0.30,-0.27,1.00
-0.98,-0.95,0.60,1.05,1.00
1.39,3.99,-0.71,1.97,2.00
1.86,0.84,4.57,0.12,1.00
0.51,-0.74,0.79,-0.38,1.00
-0.92,0.59,0.23,0.35,1.00
2.25,0.60,-0.19,2.12,2.00
0.29,-1.30,-2.36,-0.02,1.00
1.03,3.72,1.45,0.91,2.00
2.17,0.58,-0.36,-0.58,1.00
0.34,1.35,0.92,-0.26,2.00
1.05,-0.07,-1.64,-0.22,1.00
0.07,2.58,1.45,3.64,2.00
1.34,0.91,-0.22,0.57,1.00
0.56,2.17,0.68,0.56,2.00
0.41,-1.41,-0.20,-0.22,1.00
-0.25,3.89,1.85,-0.08,2.00
0.41,2.94,1.40,1.57,2.00
2.29,2.25,1.68,-0.44,2.00
0.63,1.95,1.34,1.06,2.00
1.00,2.96,-0.74,0.76,2.00
0.14,0.05,-0.47,-0.53,1.00
1.44,2.54,-0.09,0.22,2.00
0.79,-0.71,0.16,-0.12,1.00
2.00,2.35,0.86,1.98,2.00
-1.92,-0.53,1.08,0.59,1.00
-0.63,-0.50,-0.95,0.66,1.00
-0.23,-1.35,0.22,-0.21,1.00
-0.33,1.43,-0.99,0.58,2.00
0.42,0.84,-0.75,-0.33,1.00
-0.09,-0.10,-0.58,0.51,1.00
0.30,-0.48,1.14,0.19,1.00
2.22,1.60,-1.33,0.12,2.00
1.35,3.78,0.38,0.14,2.00
1.42,0.83,1.13,2.17,2.00
-1.01,1.13,-2.19,-1.32,1.00
0.27,0.32,-0.18,1.45,2.00
